article_id,pmid,title,abstract,authors,journal,pub_year,language,source_file
PMID41529860,41529860,[Non-nutritive sweeteners and cardiometabolic health].,近年来，随着公众健康意识的提升及减糖需求的增加，非营养型甜味剂作为添加糖的替代品，在食品工业中的应用频率与市场消费量持续增长。然而，其潜在健康效应也引发了广泛关注与科学争议。该文系统介绍了非营养型甜味剂与肥胖、2型糖尿病及心血管疾病的关联性研究进展，同时梳理了我国甜味剂的应用现状及相关国际观点，以期为相关领域的科研工作与政策制定提供参考。.,Wu W J; Sui W H; Chen S Z; Wang N; Zhang Y; Zhang C,Zhonghua Xin Xue Guan Bing Za Zhi,2026,zh,chinese_中医药.csv
PMID41457618,41457618,[Progress in the research and application of wheat grain protein].,"Common wheat (L.) is one of the main staple food crops in China. The protein quality of wheat grains directly determines the processing quality and nutritional quality of flour foods. With the growth of the population, the upgrading of the dietary structure, and the transformation of the demand in the food industry, the research on wheat in China has shifted from simply pursuing high yields to a new stage of coordinated improvement of yield, quality, and nutrition. This article systematically reviews the main progress in the research on the quality of wheat grain protein, including the identification of gluten proteins and high-quality subunits, the analysis of the expression regulation of gluten protein genes, the mining of quality-related genes based on multi-omics, the impact of the interaction between proteins and other components on processing characteristics, and the application of biotechnology in the breeding of high-quality wheat. In view of the complex evaluation process and environmental susceptibility of wheat quality traits, as well as the goal of achieving synergistic optimization of nutrition and functionality in protein quality research under the National Whole Grain Action Plan, we examine the challenges and future development prospects of cutting-edge technologies such as marker-assisted selection and gene editing. This review aims to provide theoretical support for the upgrading of the high-quality wheat industry.",Zhang Wenjia; Gao Xin; Guo Lei; Li Danping; Wu Yinying; Lv Shengyuan; Wang Yirui; Duan Xiaoyan; Liu Xiukun; Liu Aifeng; Li Haosheng; Liu Jianjun; Zhao Zhendong; Cao Xinyou,Sheng Wu Gong Cheng Xue Bao,2025,zh,chinese_中医药.csv
PMID41457619,41457619,[Advances in the microbial transformation of soybean isoflavones and their applications in livestock and poultry].,"Soybean isoflavones (SIFs), a class of polyphenolic compounds, exhibit a range of beneficial biological activities, including immunomodulation, antioxidant effects, anticancer properties, and the promotion of reproduction and growth. Their potential application in animal husbandry has garnered increasing research interest. However, natural SIFs are predominantly present as biologically inactive glycosides, with only minimal amounts existing in the highly active aglycone form. Enhancing their bioavailability, therefore, necessitates a biotransformation process. Microbial fermentation emerges as an efficient, eco-friendly, and cost-effective strategy for this purpose, capable of transforming inactive glycosides into bioactive aglycones and other metabolites through reactions such as deglycosylation, demethylation, dehydroxylation, and reduction. This review elucidates the structural characteristics and metabolic pathways of SIFs, summarizes recent advances in their microbial transformation by various microorganisms (e.g., lactic acid bacteria, fungi, andspecies), and critically assesses the efficacy and underlying mechanisms of SIFs in enhancing animal productivity, reproductive performance, and immune function. The aim is to provide valuable insights for the advanced application of SIFs in the animal husbandry and food industries.",Li Qing; DU Heng; Wang Xinyuan; Hu Yongfei,Sheng Wu Gong Cheng Xue Bao,2025,zh,chinese_中医药.csv
PMID41566260,41566260,[Frontiers and challenges in public health].,"The field of global public health is undergoing multiple complex challenges, including emerging and re-emerging infectious diseases, increasing burden of chronic diseases, climate change, and demographic transitions. This article systematically reviews the latest developments and challenges in key public health areas. In infectious disease prevention and control, the ""One Health"" approach has become the core framework for addressing zoonotic diseases, while intelligent multi-point trigger and multi-pathogen surveillance and early warning systems continue to enhance early response capabilities. The paradigm of chronic disease prevention and control is gradually shifting toward precision, with large-scale population cohorts and systems epidemiology providing scientific evidence for transitioning from population-based prevention to individualized intervention. Environmental health research is becoming more refined and in-depth, evolving from macro-level exposure associations to analyses of toxicity mechanisms and specific health effects. Meanwhile, China's new demographic normal-characterized by deep aging and low fertility-coupled with rapid advancements in innovative biologics and digital technologies, is reshaping public health intervention models and service demands. Looking ahead, building a more resilient, equitable, and intelligent global health governance system requires strengthened interdisciplinary collaboration, innovative financing mechanisms, optimized collaborative governance, and the efficient translation of scientific research into policy practice. 全球公共卫生面临新发再发传染病频发、慢性病负担加重、气候变化、人口结构转型等多重挑战。本文述评了当前公共卫生关键领域的前沿进展与挑战。在传染病防控方面，“同一健康”理念成为应对人兽共患病的核心框架，智慧化多点触发与多病原体监测预警体系不断提升早期响应能力。慢性病防控范式逐步走向精准化，大型人群队列与系统流行病学为从群体预防迈向个体化干预提供科学依据。环境健康研究不断细化与深化，正从宏观暴露关联向毒性机制与特异性健康效应解析转变。与此同时，我国深度老龄化与低生育率并存的人口结构新常态，以及创新型生物制品和数字技术的快速发展，共同重塑公共卫生的干预模式与服务需求。展望未来，构建更具韧性、公平和智慧的全球健康治理体系，亟需加强跨学科协作、创新融资机制、优化协同治理，并推动科学研究向政策实践的高效转化。.",Liao C X; Han Y T; Du H P; Wang B; Lyu J; Li L M,Zhonghua Liu Xing Bing Xue Za Zhi,2026,zh,chinese_中医药.csv
PMID41448927,41448927,[Application of miRNA as Biomarkers in,"miRNA is a class of non-coding small RNAs with significant regulatory functions, capable of influencing various biological processes by modulating post-transcriptional translation. In recent years, the application of miRNAs as biomarkers indiagnostics (IVD) has garnered considerable attention. Firstly, this article introduces the generation and functional mechanisms of miRNAs, and outlines the roles and potential of miRNAs as biomarkers for various diseases, drawing on recent research findings. Subsequently, five traditional miRNA detection techniques are briefly introduced, their advantages and limitations in clinical diagnostic applications are summarized, and two emerging techniques used in miRNA research are enumerated. Finally, the article analyzes the challenges faced by using miRNAs as biomarkers in current clinical diagnostics, addressing four aspects: intended use, reference intervals, testing procedures, and analytical performance. miRNA 是一类具有重要调控功能的非编码小RNA，可以通过调节转录后翻译影响多种生物学过程。近年来，miRNA作为生物标志物的功能在体外诊断（IVD）中的应用受到了广泛关注。该文首先介绍了miRNA的产生及发挥作用的机制，结合近年研究概述了miRNA作为各种疾病生物标志物的作用和潜力；然后简单介绍了5种传统的miRNA检测技术，总结其应用于临床诊断的优势和局限性，并列举了2种应用于miRNA研究的新兴技术；最后从预期用途、参考区间、检验流程、分析性能4个方面出发，分析了miRNA作为生物标志物应用于当前临床诊断所面临的挑战。.",Ji Yurong; Zhou Xin; Liu Meilin,Zhongguo Yi Liao Qi Xie Za Zhi,2025,zh,chinese_中医药.csv
PMID41566193,41566193,[Diagnosis and treatment of colorectal cancer in the era of artificial intelligence: review and prospect].,"In recent years, artificial intelligence (AI) has achieved groundbreaking progress in the field of medicine, particularly in the diagnosis and treatment of colorectal cancer (CRC). In terms of data analysis, AI-assisted diagnosis and treatment has significantly improved the sensitivity of colonoscopy and the accuracy of pathological diagnosis, thereby providing robust support for CRC diagnosis. Regarding data utilization, AI demonstrates unique advantages in precision medicine, prognosis prediction, and recurrence follow-up, leveraging its powerful data processing capabilities to explore more possibilities for CRC treatment. AI is increasingly becoming a pillar of the medical field. However, AI still faces significant challenges, including a shortage of high-quality datasets, barriers in medical insurance reimbursement, and insufficient algorithm generalization. The challenges confronting AI have gradually shifted from technical issues such as algorithm optimization and sample collection during the initial development phase to societal concerns including ethical review, insurance reimbursement barriers, and economic benefits during the application phase. 人工智能近年来在医疗领域取得了突破性的进展，尤其在结直肠癌诊疗方面更是得到充分应用。在数据分析方面，人工智能辅助诊疗在提升肠镜的敏感性、病理诊断的精确性等方面卓有成效，为结直肠癌的诊断工作提供了有力的支持，而在数据应用方面，人工智能在精准医疗、预后预测以及复发随访方面展现出独特的优势，充分发挥了计算机强大的数据处理能力，为结直肠癌的治疗发掘更多可能性，人工智能正在成为医疗领域的又一支柱。然而，人工智能当下还面临着高质量数据集匮乏、医保支付壁垒、算法泛化不足等问题的严峻考验。人工智能的困境已经由最初研发时期的算法优化、样本收集等技术问题逐渐转变为应用时期的伦理审核、医保壁垒、经济收益等社会问题。.",Yuan Z Y; Zhuang Z H; Su J R; Liu C S; Zhang Y; Chen D Z; Huang C Z; Yao X Q,Zhonghua Wei Chang Wai Ke Za Zhi,2026,zh,chinese_中医药.csv
PMID41507053,41507053,[Research status and progress of daytime total shoulder arthroplasty].,"Total shoulder arthroplasty(TSA) is primarily used for treating severe shoulder injuries or diseases and has been shown to effectively improve shoulder function. With the expansion of TSA indications and an aging population, the demand for TSA continues to grow. To address this demand and alleviate the economic burden on patients, many countries have adopted the day surgery model for TSA, accompanied by extensive research and discussions on its safety and feasibility. This paper systematically reviews the safety, patient inclusion and exclusion criteria, implementation processes, and perioperative management strategies for TSA day surgery. Based on an analysis of relevant literature from domestic and international sources, the findings indicate that TSA day surgery, when preceded by appropriate patient screening, can safely replace traditional inpatient care. Furthermore, it could significantly reduce hospitalization durations, lower treatment costs, and optimize the utilization of medical resources. However, in clinical practice, there is still a lack of standardized protocols for patient selection criteria and perioperative management strategies. As China's aging population intensifies, TSA day surgery presents promising application prospects. Nevertheless, the development of day surgery in China lags behind that of other countries, and research on TSA day surgery remains in its early stages. Moving forward, research and clinical practices tailored to China's specific needs should be prioritized. Practical clinical operation guidelines must be established to facilitate the widespread adoption and standardized implementation of TSA day surgery, ultimately providing patients with higher-quality and safer medical care.",Chen Jun-Rong; Chen Long; Li Sen-Lei; Sun Li,Zhongguo Gu Shang,2025,zh,chinese_中医药.csv
PMID41606967,41606967,[Minutes of work conference of editor-in-chief of,2025年中华儿科杂志总编联席会议于2025年12月3日在线上召开。中华儿科杂志第十六届编辑委员会总编辑、副总编辑出席会议。会议对编辑部2025年的工作进行总结，并对2026年的工作进行展望。.,Liu J; Li W; Sun Y Q; Miao S Y,Zhonghua Er Ke Za Zhi,2026,zh,chinese_中医药.csv
PMID41457544,41457544,[Regulatory roles of liquid-liquid phase separation in plant miRNA and siRNA biogenesis and gene silencing].,"Liquid-liquid phase separation (LLPS) is a crucial mechanism regulating the formation of biomolecular condensates in eukaryotic cells. Recent studies have revealed that LLPS plays a central role in the biogenesis of small RNAs (sRNAs, including miRNA and siRNA) and the regulation of RNA silencing pathway in plants. This review systematically summarizes the regulatory roles and molecular mechanisms of LLPS in the production of miRNAs and siRNAs in plants. In the nucleus, the SE (SERRATE) protein mediates LLPS through its intrinsically disordered region (IDR), forming dicing bodies (D-bodies) that recruit DCL1 (DICER-LIKE 1), HYL1 (HYPONASTIC LEAVES), pri-miRNAs (primary miRNA) and other newly identified proteins, significantly enhancing miRNA processing efficiency. Additionally, researchers have uncovered the critical role of mA (N6-methyadenosine) modification of pri-miRNA in LLPS and the biogenesis of miRNA. In the cytoplasm, the SGS3 (SUPPRESSOR OF GENE SILENCING 3) protein undergoes LLPS to form siRNA bodies, enriching RDR6 (RNA-DEPENDENT RNA POLYMERASE), DCL2/4, and other factors to promote the production of siRNA, which participates in antiviral defenses and developmental regulation. New studies indicate that the phase separation ability of SGS3 is regulated by phosphorylation. These findings provide novel insights into the precise regulation of RNA silencing in plants and lay a theoretical foundation for developing new antiviral strategies.",Lan Hujiao; Liu Jianzhong,Sheng Wu Gong Cheng Xue Bao,2025,zh,chinese_中医药.csv
PMID41856652,41856652,[Mechanisms of association and clinical management strategies for comorbid colorectal cancer and cardiovascular disease].,"Colorectal cancer and cardiovascular diseases represent significant global mortality contributors. Epidemiological and molecular biology research indicates that the prevalence of cardiovascular diseases among individuals with colorectal cancer is markedly higher than in the general population. Furthermore, cardiovascular diseases critically influence the survival prognosis of colorectal cancer patients. The association between these conditions is underpinned by complex mechanisms involving shared inflammatory pathways, metabolic disorders and immune regulation mechanisms; However, notable differences persist in their pathological expression and clinical manifestations. This article presents a comprehensive review of the pathophysiological interconnections between colorectal cancer and cardiovascular diseases, with an emphasis on the mechanisms of association and potential therapeutic targets for both conditions. The review underscores the necessity for an in-depth investigation of the molecular crossover mechanisms and the development of targeted intervention strategies. These endeavors will contribute to the development of an evidence-based multidisciplinary integrated management framework, thereby enhancing the formulation and modification of personalized treatment strategies aimed at improving the overall prognosis of patients with concurrent cardiovascular diseases and colorectal cancer. 结直肠癌和心血管疾病是全球人类的主要死亡原因。流行病学和分子生物学研究显示，结直肠癌患者中的心血管疾病发生率显著高于普通人群，而心血管疾病也是影响结直肠癌患者生存预后的重要因素，两者之间存在复杂的关联机制，其通过共同的炎性通路、代谢紊乱及免疫调节机制相互影响，但在病理表达和临床表现上仍有显著差异。本文针对结直肠癌与心血管疾病的病理生理联系进行了系统综述，重点分析了两者的关联机制及潜在的治疗靶点。同时，建议深入探讨结直肠癌和心血管疾病的分子交叉机制和靶向干预策略，构建以循证为基础的多学科整合管理范式，实现个体化治疗方案的设计与调整，以改善结直肠癌共病心血管疾病患者的整体预后。.",Ma Y N; Hu C T; Qu Y F; Nie Q H; Liu D M; Wang G Y,Zhonghua Wei Chang Wai Ke Za Zhi,2026,zh,chinese_中医药.csv
PMID41663252,41663252,[Exploration and prospects of large language models in traditional Chinese medicine orthopedics and traumatology].,,Feng Minshan; Han Changxiao; Zhu Liguo,Zhongguo Gu Shang,2026,zh,chinese_中医药.csv
PMID41457589,41457589,[Advances in metabolic engineering of common yeast species].,"Yeast cells are the preferred microbial chassis for metabolic engineering and have been engineered into microbial cell factories for producing biofuels, materials, and chemicals. The development of gene editing technologies and synthetic biology tools has significantly accelerated the metabolic engineering in yeast, enabling the design of complex metabolic pathways and comprehensive metabolic rewiring. This review introduces the physiological characteristics of several common yeast species, compares their advantages and disadvantages as chassis cells for biosynthesis, and shows their current applications. We then summarize the latest research progress in metabolic engineering strategies. Finally, the future research directions of yeast metabolic engineering are prospected in light of the latest technological advances. This review will guide the development and engineering applications of next generation yeast chassis cells.",Liu Shichang; Gao Jiaoqi; Zhou Yongjin,Sheng Wu Gong Cheng Xue Bao,2025,zh,chinese_中医药.csv
PMID41457612,41457612,[Identification of,"Sorghum is an important grain crop in arid and saline-alkali areas. Grain size is an important factor limiting the yields of cereal crops. However, the genes regulating the development of grain size in sorghum remain unclear. In this study, the NF-YA transcription factors of sorghum were analyzed. The results revealed that SbNF-YAs exhibited tissue expression specificity, among which-was specifically highly expressed during the grain development stage of sorghum. The coding region of-contained 747 bases and encoded 248 amino acid residues. This gene had a CBFB-NFYA domain and belonged to the NF-YA gene family. Its promoter region was composed of multiple-elements. Drought, salt, high temperature, low temperature, and ABA treatment caused the down-regulated expression of-. The natural variation analysis of-revealed that Hap1 was the main haplotype.-(SNP37) was highly significantly correlated with grain length, grain width, and 1 000-grain weight in the three environments of ""2022 Dongbai"" ""2023 Yuncheng"" and ""2023 Dongbai"". SNP37-A was an excellent allelic variation and it was artificially selected during the evolution process. This study reveals the molecular basis by which-regulates the grain size of sorghum, providing strong evidence for the development of molecular markers in sorghum breeding, the detection of excellent alleles regulating grain size, and the creation of new high-quality sorghum varieties.",Cui Xulei; He Meijia; Wang Huiyan; Zhang Yizhong; Liu Qingshan; Xu Zhaoshi; Zhao Juanying,Sheng Wu Gong Cheng Xue Bao,2025,zh,chinese_中医药.csv
PMID41672620,41672620,[Review of Progress of Optical Brain-Computer Interface Technology and Prospects for Medical Device Testing Technology].,"Optical brain-computer interface (OBCI) technology is a new cross-cutting frontier technology that achieves information interaction between the human brain and external devices through neuroengineering based on optical methods. Among them, brain-computer interface (BCI) devices based on functional near-infrared spectroscopy (fNIRS) have been successively developed and applied, and this type of technology has become one of the main development directions of non-invasive optical brain-computer interface medical device technology. At the same time, OBCI technology based on optogenetics and optical calcium imaging technology has also been proposed as a research hotspot in recent years, and will serve as a new direction for the future development of OBCI medical device testing technology. This paper mainly reviews the basic principles and research progress of functional near-infrared spectroscopy brain-computer interface (fNIRS-BCI), and introduces the research frontiers of BCI based on optogenetics and optical calcium imaging technology. Finally, it presents prospects for the further development of OBCI medical device testing technology, providing certain guidance and ideas for the development, testing, and supervision of the BCI industry. 光学脑机接口（optical brain-computer interface, OBCI）技术是一种基于光学方式通过神经工程手段实现人脑与外部设备信息交互的新型交叉前沿技术。其中基于功能性近红外光谱技术（functional near-infrared spectroscopy, fNIRS）的脑机接口（brain-computer interface, BCI）设备已相继被研发运用，这类技术成为无创光学脑机接口医疗器械技术的主要发展方向之一。同时，基于光遗传学、光学钙成像技术的光学脑机接口技术近年来也被提出成为研究热点，将作为光学脑机接口医疗器械检测技术未来发展的新方向。该文主要综述了功能性近红外光谱脑机接口（fNIRS-BCI）的基本原理及研究进展，介绍了基于光遗传学、光学钙成像技术的脑机接口研究前沿。最后，对光学脑机接口医疗器械检测技术的进一步发展提出展望，为该类脑机接口产业发展及检测、监管提供一定的指导和思路。.",Wang Yiqiao; Mi Yunping; Zhang Xinyan; Zhao Bin; Li Hao; Liu Xun,Zhongguo Yi Liao Qi Xie Za Zhi,2026,zh,chinese_中医药.csv
