article_id,pmid,title,abstract,authors,journal,pub_year,language,source_file
PMID20619136,20619136,Curculigo orchioides: the black gold with numerous health benefits.,"Curculigo orchioides Gaertn. (family Amaryllidaceae) is an endangered rasayana herb which is popularly known as ""Kali Musli"". The plant is native to India, and holds a special position as a potent adaptogen and aphrodisiac in Ayurvedic system of medicine. It is an important ingredient of many Ayurvedic preparations and is considered to have aphrodisiac, immunostimulant, hepatoprotective, antioxidant, anticancer and antidiabetic activities. Various chemical constituents like mucilage, phenolic glycosides, saponins and aliphatic compounds from the plant have been reported. The plant is also considered as an important component of various herbal preparations of the Chinese and Kampo medicine. The present review is an attempt to enumerate various biologically tested activities and evaluation of different phytochemicals present in this important medicinal plant.",Chauhan Nagendra Singh; Sharma Vikas; Thakur Mayank; Dixit Vinod Kumar,Zhong Xi Yi Jie He Xue Bao,2010,en,chinese_medicine_zh.csv
PMID20550872,20550872,Comprehensive review of Clerodendrum phlomidis: a traditionally used bitter.,"Clerodendrum phlomidis Linn. f., (syn. Clerodendrum multiflorum (Burm.f) O. Kuntze, Volkameria multiflorum Burm. f.) (Lamiaceae) is an important and well known medicinal plant extensively used in Ayurveda and Siddha system of medicine for treatment of various ailments. The popular therapies include on inflammation, diabetes, nervous disorder, asthma, rheumatism, digestive disorders, and urinary disorders as well as a bitter tonic. It was reported that pectolinaringenin, scutellarein, clerodin, clerodendrin, clerosterol, 24beta-ethylcholesta-5,22E,25-triene-3beta-ol, lup-20(29)-en-3-triacontanoate, 4,2',4'-trihydroxy-6'-methoxychalcone-4,4'alpha-D-diglucoside, 7-hydroxyflavone, 7-hydroxyflavanone-7-O-glucoside and alpha-L-rhamnopyranosyl-(1-2)alpha-D-glucopyranosyl-7-O-naringin-4'-O-alpha-D-glucopyranoside-5-methyl ether had been isolated from this plant. The alcoholic and aqueous extracts were reported active as analgesic, antidiarrhoeal, antiplasmodial, hypoglycemic, minor tranquilizers, anti-asthmatic, antifungal, nematicidal, anti-amnestic and anti-arthritic. There are coincidences between some of the traditional usages of this plant and experimentally observed effects of the extracts but very few biological studies available on bioactive fractions and/or pure compounds. This review is an attempt to compile the exhaustive literature on Clerodendrum phlomidis, to highlight, analyze and critically assess the pharmaceutical potential of this underestimated plant in a systematic way.",Mohan Maruga Raja Muthu Kumaradoss; Mishra Shri Hari,Zhong Xi Yi Jie He Xue Bao,2010,en,chinese_medicine_zh.csv
PMID21565131,21565131,[On the necessity of developing quality of life instruments in traditional Chinese medicine].,"The development of health-related quality of life (HRQL) instrument in traditional Chinese medicine (TCM) is increasing rapidly in China, but few studies focus on their necessity. This study explores the necessity of the development of TCM instruments from both theoretical and practice perspectives, and aims to explain whether the adoption of the cross-medical style is valid. Through theoretical analysis, both TCM and Western medicine instruments show the same objectives, whereas TCM instruments are more suitable for the Chinese social behavior, customs and expectations. In practical analysis, 47 TCM instruments were identified, among which 17 had 18 corresponding Western medical instruments. In the domains layer, except for physiological, psychological and social factors, TCM instruments focus more on the harmony between body and spirit, humanity and nature or human and society and the constitution, etc. In the facts layer, TCM instruments focus on the emotions, initiative social intercourse, TCM symptoms, diet, sleep, taste, feces and urine, etc. In addition, significant differences existed in the methods of information selection. There is no need to modify cross-medical style research except when TCM characteristic terms exist, but attention must be paid to the influence of culture in different areas. Therefore, the TCM instruments can resolve the limitations of the application of Western medical instruments to the Chinese setting, while also having remarkable abilities of information coverage and detection. Both forms of instruments have the capacity and requirement to inter-communicate with each other in order to serve the whole Chinese cultural system. Generally speaking, there is no need to modify the instruments in cross-medical style research. But this point requires further demonstration in the rigorous designed clinical trials.",Hou Zheng-kun; Liu Feng-bin; Liang Ying-yu; Zhuang Kun-hai; Lin Chu-hua; Li Li-juan,Zhong Xi Yi Jie He Xue Bao,2011,zh,chinese_medicine_zh.csv
PMID19912732,19912732,"An update on Shankhpushpi, a cognition-boosting Ayurvedic medicine.","Shankhpushpi is an Ayurvedic drug used for its action on the central nervous system, especially for boosting memory and improving intellect. Quantum of information gained from Ayurvedic and other Sanskrit literature revealed the existence of four different plant species under the name of Shankhpushpi, which is used in various Ayurvedic prescriptions described in ancient texts, singly or in combination with other herbs. The sources comprise of entire herbs with following botanicals viz., Convulvulus pluricaulis Choisy. (Convulvulaceae), Evolvulus alsinoides Linn. (Convulvulaceae), Clitoria ternatea Linn. (Papilionaceae) and Canscora decussata Schult. (Gentianaceae). A review on the available scientific information in terms of pharmacognostical characteristics, chemical constituents, pharmacological activities, preclinical and clinical applications of controversial sources of Shankhpushpi is prepared with a view to review scientific work undertaken on Shankhpushpi. It may provide parameters of differentiation and permit appreciation of variability of drug action by use of different botanical sources.",Sethiya Neeraj Kumar; Nahata Alok; Mishra Sri Hari; Dixit Vinod Kumar,Zhong Xi Yi Jie He Xue Bao,2009,en,chinese_medicine_zh.csv
PMID22152767,22152767,[Exploring the effects of Chinese medicine in improving uterine endometrial blood flow for increasing the successful rate of in vitro fertilization and embryo transfer].,"Endometrial blood flow is directly related to endometrial receptivity thereby affecting in vitro fertilization and embryo transfer (IVF-ET) outcomes. In recent years a growing number of studies have shown that traditional Chinese medicine (TCM) can play a role to improve endometrial blood flow and embryo transfer. Studies have confirmed that formulas based on reinforcing kidney and activating blood can promote the formation of uterine endometrial blood vessels by adjusting expressions of a variety of vessel growth factors, and regulating nitric oxide level for inhibition of vascular smooth muscle contraction of the uterus. Treatments based on differentiation of syndromes are key to the theory of TCM. Differentiation of syndromes should be combined with biomedical disease diagnosis. It is also necessary to further clarify other endometrial blood flow disorders using TCM diagnostic methods. In these cases, drugs for reinforcing kidney and activating blood are relevant, but other medicines for smoothing liver qi and nourishing blood, as well as tonifying the spleen and generating blood may also be effective. Future clinical studies should focus on the observation of different types of TCM syndromes and the research on compatibility ratio and dose-dependent relationship of Chinese medicines. Acupuncture has been used during IVF-ET for more than 10 years. Electro-acupuncture can control the expansion of the uterine arteries by inhibiting the sympathetic nerves. However, acupuncture has not been proved to regulate endometrial arteries. To sum up, TCM can be applied to improve endometrial blood flow so as to increase birth rates in IVF-ET. The combination of Chinese and Western medicines and acupuncture application will increase their combined effect, thereby obtaining greater clinical benefits.",Guo Jia; Wang Li-na; Li Dong,Zhong Xi Yi Jie He Xue Bao,2011,zh,chinese_medicine_zh.csv
PMID22587968,22587968,"Cancer stem cells and the impact of Chinese herbs, isolates and other complementary medical botanicals: a review.","To elucidate the connection between the origin of certain cancers and stem cells, cancer stem cells, the stem cell niche and the tumor microenvironment, and to examine the ability of traditional Chinese herbal medicines and isolates in treating these types of cancers, the existing literature was examined and eight studies regarding Chinese herbal medicines and the prevention of cancer recurrence were critically analyzed and evaluated. Tumor stem cells may be the final target of traditional Chinese medicine. Soy flavones, ginsenoside Rg3, parthenolide, berbamine and curcumin are several examples of Chinese herbal medicines, which have been shown to be effective in the treatment of cancer, and seem to act by targeting cancer stem cells and associated pathways resulting in tumorigenesis. The treatment approaches combined with an overall treatment protocol for the tumor microenvironment and chronic systemic inflammation are likely to provide a more successful outcome than a single tactical approach. As shown in numerous studies in the literature, using complementary disciplines with orthodox treatments may enhance treatment outcomes.",Weber Daniel A; Wheat Janelle M; Currie Geoffrey M,Zhong Xi Yi Jie He Xue Bao,2012,en,chinese_medicine_zh.csv
PMID22313881,22313881,[Systematic review and meta-analysis of randomized controlled trials of Chinese herbal medicine in treatment of multiple sclerosis].,"[BACKGROUND] Chinese herbal medicine (CHM) has been widely used in the treatment of multiple sclerosis (MS). However, there is no systematic review to assess the efficacy and safety of CHM. [OBJECTIVE] To systematically evaluate the efficacy and safety of CHM in the treatment of MS. [SEARCH STRATEGY] Literature was searched from the China National Knowledge Infrastructure Database, the Chinese Biomedical Database (SinoMed), the Chongqing VIP Chinese Science and Technology Periodical Database, Wanfang Data, PubMed and the Cochrane Library. The time limitation ran from the commencement of each database to March 15, 2011. [INCLUSION CRITERIA] Randomized controlled trials (RCTs) testing CHM alone or in combination with Western medicine (WM) against WM or placebo used alone were included. [DATA EXTRACTION AND ANALYSIS] Two authors collected the data respectively. The assessment of methodological quality was based on the Cochrane Handbook and the data were analyzed by using RevMan 5.1.0 software. The efficacy measure was mean difference (MD) with a 95% confidence interval (CI). [RESULTS] After screening of the search results, 16 eligible RCTs with 913 cases were included. The included trials were all of low quality. Thirteen studies adopted Kurtzke Extended Disability Status Scale (EDSS) and two of them showed that EDSS in the treatment group was lower than that in the control group, and the MD and 95% CI were -0.88 (-1.26,-0.50). We performed descriptive analysis on the other eight studies which showed that EDSS of the treatment group was lower than that of the control group. Five studies adopted recurrent frequency and two of them showed that recurrent frequency in the treatment group was lower than that in the control group, and the MD and 95% CI were -0.34 (-0.52,-0.16). We performed descriptive analysis on the other three studies which showed that EDSS in the treatment group was lower than that in the control group. Analyses of secondary outcomes such as clinical symptom score, neurological sign score and immune indexes showed that integrated TCM and WM was more effective than WM treatment alone. The studies displayed that the number or range of magnetic resonance imaging lesion of the treatment group was lower than that of the control group, but there was no statistical significance. The reported adverse events in the CHM group were less than those in the control group. [CONCLUSION] CHM could improve neurological signs, clinical symptoms and immune indexes, and reduce recurrent frequency. The reported adverse events in the CHM group were less than those in the control group. However, further well-designed research is needed to evaluate the beneficial effects of CHM.",Liu Jian; Gao Ying; Kan Bao-hong; Zhou Li,Zhong Xi Yi Jie He Xue Bao,2012,zh,chinese_medicine_zh.csv
PMID21486545,21486545,[Analysis of the academic advantage of Huangdi Neijing based on future medical trends].,"Combined with the transformation of modern medicine, the author analyzed the instructional value of the academic theories proposed in the Huangdi Neijing. These theories include medical modes varying from medicine focusing on disease to medicine focusing on health, from biomedicine to ecological medicine, from the treatment of conditions to the treatment of the patient, from group therapy to individual therapy, and from disease treatment to holistic treatment. Through analysis of these treatment modalities the implications of their possible use in future medicine can be assessed.",Wang Qing-qi,Zhong Xi Yi Jie He Xue Bao,2011,zh,chinese_medicine_zh.csv
PMID23257123,23257123,[A complexity analysis of Chinese herbal property theory: the multiple expressions of herbal property].,"Chinese herbal property is the highly summarized concept of herbal nature and pharmaceutical effect, which reflect the characteristics of herbal actions on human body. These herbal actions, also interpreted as presenting the information about pharmaceutical effect contained in herbal property on the biological carrier, are defined as herbal property expressions. However, the biological expression of herbal property is believed to possess complex features for the involved complexity of Chinese medicine and organism. Firstly, there are multiple factors which could influence the expression results of herbal property such as the growth environment, harvest season and preparing methods of medicinal herbs, and physique and syndrome of body. Secondly, there are multiple biological approaches and biochemical indicators for the expression of the same property. This paper elaborated these complexities for further understanding of herbal property. The individuality of herbs and expression factors should be well analyzed in the related studies.",Jin Rui; Zhang Bing,Zhong Xi Yi Jie He Xue Bao,2012,zh,chinese_medicine_zh.csv
PMID21849140,21849140,[Introduce the idea of comparative effectiveness research to clinical research of Chinese medicine].,"Comparative effectiveness research (CER) has gained more and more popularity, which brought great response in the USA and other developed Western countries. There is no doubt that CER is a new idea and a milestone in health care research. CER is also known as ""patient-centered outcomes research"", which means patient is the core element in the whole system of CER. Chinese medicine could make new achievements and further development by introducing CER into clinical research. This article mainly introduced the background, features and contents of CER and summarized how to conduct CER in Chinese medicine by referring to some published literature in order to enlighten Chinese medicine researchers.",Xie Yan-ming; Liao Xing; Wang Yong-yan,Zhong Xi Yi Jie He Xue Bao,2011,zh,chinese_medicine_zh.csv
PMID20939982,20939982,[Integrated traditional Chinese and Western medicine versus Western medicine in treatment of arteriosclerosis obliterans: a systematic review of randomized controlled trials].,"[BACKGROUND] The conventional therapy for arteriosclerosis obliterans (ASO) is Western medicine. However, it has some adverse effects and does not respond to some patients, and it is also very expensive. [OBJECTIVE] To evaluate the efficacy of integrated traditional Chinese (TCM) and Western medicine (WM) in treatment of ASO. [SEARCH STRATEGY] Electronic and manual searches were conducted and the searches ended on May 20, 2009. [INCLUSION CRITERIA] We included randomized controlled trials (RCT) evaluating integrated TCM and WM (as treatment group) versus WM used alone (as control group), and no language limits were set. [DATA EXTRACTION AND ANALYSIS] Selection of trials for inclusion, assessment for methodological quality, data extraction and data syntheses were conducted according to protocol of a Cochrane systematic review by the authors. [RESULTS] Thirteen RCT were included, which encompassed a total of 968 patients. The results showed that all of the 13 included trials did not report mortality rate of ASO. The studies displayed that the amputation rate in the treatment group was lower than that in the control group, but there was no statistical significance. Ten studies adopted inefficiency analysis and 2 of them showed that the ineffective rate in the treatment group was lower than that in the control group, and the relative risk (RR) and 95% CI were 0.36 [0.13, 0.99]. We performed descriptive analysis on other 8 studies; analyses of secondary outcomes such as intermittent claudication, ankle brachial index, high-density lipoprotein (HDL), and low-density lipoprotein (LDL) showed that integrated TCM and WM therapy was more effective than WM treatment alone; one study showed that WM was better than integrated TCM and WM therapy in decreasing the content of fibrinogen. All of the included trials did not report any critical adverse reactions occurred in the treatment group. [CONCLUSION] The current evidence shows that integrated TCM and WM therapy is safe and effective in treating ASO, and tends to reduce amputation rate, improve intermittent claudication, decrease the levels of fibrinogen, HDL and LDL, and increase ankle brachial index, without obvious adverse reactions. Due to the low methodological quality of trials included, more prospective, multicenter, large-scale, high-quality RCTs are needed.",You Xue-Mei; Qin Xiao; Dong Zhi-Yong; Wang Guan-Liang,Zhong Xi Yi Jie He Xue Bao,2010,zh,chinese_medicine_zh.csv
